,smiles,affinity_score
1447,COC(=O)CCCCCCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,2.6
1448,Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(F)cc3,3.6
1450,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,0.44
1452,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,3.22
1454,COc1cc(cc(OC)c1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,2.54
1455,Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1,3.67
1456,C[C@H](NC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(nc1C(F)(F)F)c3ccccc3)C(C)(C)C,2.35
1458,COc1ccc(Oc2ncccc2C(=O)NCc3ccccc3Cl)cc1,3.59
1459,COc1cc2ncc(C(=O)N)c(Nc3ccccc3F)c2cc1OC,2.81
1460,CC(C)NCCCOc1ccc(NC(=O)C)cc1CC=C,-0.01
1461,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2F,3.01
1464,CCOc1ccc(cc1)N2C(=Nc3ccccc3C2=O)CC,3.27
1470,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,2.05
1475,O[C@@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,1.77
1476,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccccc5F)ccc4C,2.75
1477,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,3.06
1478,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,3.42
1479,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,2.8
1481,CN(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,2.9
1482,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.47
1487,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC(=O)O)(CC3)CC4,1.6
1488,Oc1ccc(C(=O)Cc2ccccc2)c(O)c1,3.09
1493,OC(=O)c1ccc2cccc(O)c2n1,3.3
1495,Nc1[nH]nc2ccccc12,1.0
1496,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1.5
1498,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cnc(c3)C#N,1.51
1499,COc1ncccc1c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,3.26
1500,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.78
1501,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccccc4)CC3,2.51
1505,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0.81
1506,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.63
1509,NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5,2.0
1510,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,3.29
1511,CC(C)N1CCN(Cc2cnc(c(F)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,1.6
1512,CN([C@@H]1CCN(Cc2ccc(cn2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,2.1
1513,CCCCCC\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,0.98
1514,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-1.1
1515,OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1.18
1516,Nc1nc2ccccc2s1,2.0
1517,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NCCO)n2,2.09
1518,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)c1,3.1
1519,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,1.69
1522,Cc1cc(ccn1)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,1.6
1524,Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,0.49
1525,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,3.22
1526,OC(=O)c1cc(nc2ccccc12)c3ccccc3,-0.7
1530,C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,-0.26
1531,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3CO)c(OC)c1,1.37
1533,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,0.39
1534,CC(C)Nc1nc(NCc2ccccc2)c3sccc3n1,3.9
1535,CNS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,2.03
1536,Cc1ccc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(C)n1,2.47
1540,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,1.41
1541,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OC4CCCC4)nc23,3.18
1545,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N)ncc2F,2.7
1546,Clc1ccc2[nH]ncc2c1,2.44
1547,CN1CCN(CC1)C(=O)c2cc3ccccc3[nH]2,1.7
1549,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,1.12
1554,Cc1ccc2c(c(C)n(CC(=O)O)c2c1)c3ccnc4cc(Cl)ccc34,2.41
1558,Oc1ccc(Cl)cc1C(=O)Nc2ccccc2,2.9
1559,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@@H](O)[C@@H](O)C5,1.18
1561,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1.31
1562,CC(C)COc1cc(OC(C)C)cc(c1)C(=O)Nc2ccc(cn2)C(=O)O,1.6
1565,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccccn4,1.83
1569,CCN(CC)CC(=O)Nc1c(cnn1c2ccccc2)C#N,0.4
1571,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.3
1572,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,2.01
1573,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,2.76
1574,[O-][N+](=O)c1ccc2[nH]ncc2c1,2.2
1575,Cc1cc(C)cc(c1)c2[nH]c3ccccc3c2CCNCCCCc4ccncc4,3.3
1577,O=S(=O)(Cc1ccccc1)NCC(N2CCCCCC2)c3ccccc3,2.83
1579,OC(=O)[C@H](Cc1ccccc1C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.12
1580,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.72
1582,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,2.4
1585,COCCOc1cc2nccc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,2.64
1586,CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,1.28
1587,O=C(Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccccc4,1.02
1589,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCCN4CCN(C)CC4)C(=O)N,1.2
1591,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,1.98
1593,CCNC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2,2.37
1594,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(F)c(F)c4,0.75
1597,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,2.11
1598,Cc1ccc(NC(=O)c2ccc(Cl)c(c2)C(F)(F)F)cc1C(=O)Nc3cccnc3,2.83
1599,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,-0.42
1601,CCS(=O)(=O)c1cccc(c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,-0.66
1603,CN1CCN(CC1)c2cc3c(Nc4ccc(F)cc4F)c(cnc3cc2F)C(=O)N,2.63
1604,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6,2.5
1606,CN(C)C(=O)N[C@@H]1CC[C@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1,0.22
1610,C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.0
1612,CCN(C1CCN(CCC(C2CCN(CC2)S(=O)(=O)CC)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.63
1613,CCc1cccc2c(cn(CC(=O)NCCOC)c12)C#N,1.95
1614,COc1cccc2sc(NC(=O)c3ccccc3)nc12,3.96
1615,Nc1nc(nn1Cc2ccccc2)c3ccccc3,1.91
1616,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1.24
1618,COc1ccnc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,2.23
1619,Nc1nc(OC2CCCC2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O,1.5
1620,Oc1oc(c2ccccc2)c(n1)c3ccccc3,3.42
1622,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,3.99
1623,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(F)c4,2.17
1627,FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.4
1628,CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,2.04
1633,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.12
1635,C[C@@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,3.3
1636,COc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,4.39
1637,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc3ccccc3,0.7
1638,Cc1ccc(cc1)C(=O)N(CCCN)CC2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,1.47
1640,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,3.35
1642,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,0.77
1648,COc1ccc(C)c(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,3.18
1649,Clc1ccc(CN(Cc2ccc(Cl)cc2)c3nn[nH]n3)cc1,2.74
1650,Cc1c(F)ccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,2.23
1651,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,2.94
1653,CCCCSc1nc(N)c2ncn(Cc3c(F)ccc(C)c3F)c2n1,3.0
1654,COc1ccc(cc1CNCCO)c2ccc3c(nc(nc3n2)N4C[C@@H](C)O[C@@H](C)C4)N5CCOCC5,1.31
1655,OC(=O)c1cc2ccccc2n1Cc3ccccc3,0.78
1656,COc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3,3.1
1657,Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,2.39
1658,Cc1cc(CNc2ncc(Br)c(Nc3cc(C)[nH]n3)n2)on1,2.92
1661,CC(=O)Nc1nc(ns1)c2ccccc2,2.8
1662,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],1.15
1663,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1.95
1664,O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1Cl)c2ccc(O)c3NC(=O)Sc23,2.2
1665,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-0.7
1666,CC(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O,-1.41
1667,COC[C@H](C)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,-0.41
1669,Cc1nc(CS(=O)(=O)c2ccc(Cl)cc2)cc(n1)N3CCOCC3,1.8
1670,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,-0.82
1671,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4)CC2,1.9
1674,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,1.2
1675,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.7
1677,Cc1ccc2c(c1)c(Sc3cccc(Cl)c3)c(C)n2CC(=O)O,1.85
1678,COc1ccc2c(C)nc(NC(=N)N)nc2c1,-0.51
1679,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.91
1680,Fc1ccc(CNc2ncc(Br)c(Nc3cc([nH]n3)C4CC4)n2)cc1,4.28
1681,OC(=O)COc1ccc(cc1c2ccc(Cl)cc2)C(F)(F)F,0.9
1682,COCCCc1cc(Nc2ccnc(NCc3onc(C)c3)n2)n[nH]1,2.04
1683,CC(O)(C(=O)c1ccccc1)c2ccccc2,2.92
1686,COc1cc(CO)cc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,3.0
1687,CC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.46
1689,COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,1.12
1690,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1,2.39
1692,COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0.82
1693,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14,2.99
1695,FC(F)(F)c1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,4.29
1697,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,2.04
1698,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N,3.9
1699,O=C(Nc1ccccc1)c2ccccc2,2.8
1700,CCC(CO)NCCNC(CC)CO,-1.42
1701,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-0.33
1702,CCN1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,2.68
1704,COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,2.56
1706,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,2.65
1710,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1.44
1711,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3cccc(c3)C(=O)O)C(=O)C(F)(F)F,0.68
1712,OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2,0.58
1713,CCCSc1c(cnn1[C@@H]2CC[C@@H](CC2)C(=O)O)C(=O)NC3CCCCC3,1.39
1714,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,3.5
1715,Nc1c(nnc2c(cccc12)c3ncccn3)C(=O)NC4CC4,1.5
1716,C[C@H](NC(=O)c1c(C)nn(CC(F)(F)F)c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C,0.93
1718,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,0.31
1721,Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3,3.68
1725,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F,2.26
1726,CN1CCN(CC1)C(=O)c2cc3cc(C)ccc3[nH]2,2.22
1733,Fc1cccc(c1F)c2cncc(CNCC3CC3)n2,1.82
1734,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,2.38
1736,CS(=O)(=O)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1.7
1737,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1.4
1744,Cn1cc(nc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.4
1745,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(F)ccn34)N5CCN(CC5)C(=O)C,3.7
1746,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,1.78
1747,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,2.29
1750,CCCCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,1.69
1751,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(Cl)cc4,2.32
1754,CC1=C(OCc2ccccc2)C(=O)C=CO1,1.87
1755,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5ncccc45,3.83
1757,COc1ccccc1OCC(O)CO,0.24
1761,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,3.88
1762,CN1CC(c2ccccc2)c3cccc(N)c3C1,2.08
1763,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1.6
1764,CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.9
1765,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12
1768,CC(C)CCCC(C)\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,1.58
1771,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,2.69
1772,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4,2.01
1773,Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,2.0
1775,Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,2.63
1786,CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,3.68
1788,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.37
1789,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93
1791,Cn1cc(cc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,4.27
1792,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2.37
1793,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,2.5
1797,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,3.39
1799,Cc1cc(N)n(n1)c2ccccc2,1.25
1800,Cn1cc(nc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.92
1801,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,1.26
1802,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,-0.09
1805,O=S(=O)(NCC(N1CCCCCC1)c2ccccc2)c3ccc(cc3)C#N,2.86
1811,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.12
1814,COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN(C)C)C(=O)N,3.41
1816,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O,-0.55
1820,Cc1ccn2c(c(C)nc2c1)c3ccnc(N)n3,2.39
1821,Cc1cc2NC(=O)C(=CC(=O)c2cc1C)O,1.99
1823,CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C,2.65
1825,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,2.6
1826,CC[C@H](NC(=O)c1c(CC[S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,3.15
1827,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O,-0.65
1828,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,3.05
1829,Nc1ccc2c(c1)C(=O)C(=O)c3cc(N)ccc23,1.72
1830,COC(=O)N1CCOc2cc(COc3ccccc3)cnc12,2.5
1831,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3ccccc3)C(=O)C(F)(F)F,2.26
1832,N[C@@H]1CCCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O,1.97
1834,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C,2.79
1835,Nc1nccc(n1)c2cc3C(=O)NC[C@@H](CCF)c3[nH]2,0.51
1837,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,2.26
1839,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.56
1841,CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,0.84
1844,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,3.99
1845,CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,0.78
1847,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13,3.1
1848,CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.12
1851,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,2.7
1853,Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,2.29
1854,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,-1.5
1856,CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,4.07
1858,CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3OC,3.99
1859,CNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1.99
1862,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,2.3
1864,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,1.86
1866,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,2.41
1867,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1.68
1869,O=C1Oc2ccccc2C=C1c3ccccc3,3.22
1870,COc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,4.43
1871,Cc1nc(cs1)C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2,0.24
1872,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,2.7
1873,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)O)c3C,1.18
1874,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23,2.83
1877,OC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,1.65
1879,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,0.24
1880,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,3.56
1881,Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,1.88
1882,Brc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2.19
1883,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.3
1885,Cc1cnc(NS(=O)(=O)c2ccccc2)c(C)n1,-0.03
1886,CCCC(=O)NCc1cncc(c1)c2ccc(F)cc2OC,2.9
1887,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,0.35
1888,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,2.34
1890,Cn1cc(cc1c2c3C(=O)N(CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.0
1891,Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,4.1
1892,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,4.0
