,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,num,name,affinity_score,smiles,BBB+/BBB-
1645,1645,1440,1455,,,1,CCC(C)C(CC)C(N)=O,BBB+
1646,1646,1441,1456,,,0,CCC(C)C(N)C1=NC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,BBB-
1647,1647,1442,1457,,,1,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,BBB+
1648,1648,1443,1458,,,0,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1CC(O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4CC(C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,BBB-
1649,1649,1444,1459,,,1,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,BBB+
1650,1650,1445,1460,,,1,CCC(N)Cc1c[nH]c2ccccc12,BBB+
1651,1651,1446,1461,,,1,CCC(O)(COC(N)=O)c1ccccc1,BBB+
1652,1652,1447,1462,,,1,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBB+
1653,1653,1448,1463,,,1,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBB+
1654,1654,1449,1464,,,1,CCC(OC(N)=O)C1CCCCC1,BBB+
1655,1655,1450,1465,,,0,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,BBB-
1656,1656,1451,1466,,,1,CCC1(C)CC(=O)NC(=O)C1,BBB+
1657,1657,1452,1467,,,1,CCC1(C)OC(=O)N(C)C1=O,BBB+
1658,1658,1453,1468,,,1,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,BBB+
1659,1659,1454,1469,,,1,CCC1(CC)C(=O)C=CNC1=O,BBB+
1660,1660,1455,1470,,,1,CCC1(CC)C(=O)NC(=O)N(C)C1=O,BBB+
1661,1661,1456,1471,,,1,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,BBB+
1662,1662,1457,1472,,,1,CCC1(CC)C(=O)NC=C(C)C1=O,BBB+
1664,1664,1459,1474,,,1,CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,BBB+
1665,1665,1460,1475,,,1,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,BBB+
1666,1666,1461,1476,,,1,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,BBB+
1667,1667,1462,1477,,,1,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,BBB+
1668,1668,1463,1478,,,1,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,BBB+
1669,1669,1464,1479,,,1,CCC1(c2ccccc2)C(=O)NC(=O)N1C,BBB+
1670,1670,1465,1480,,,1,CCC1(c2ccccc2)CCC(=O)NC1=O,BBB+
1671,1671,1466,1481,,,1,CCC1(c2ccccc2)NC(=O)N(C)C1=O,BBB+
1672,1672,1467,1482,,,1,CCC1(c2ccccc2)NCC(=O)NC1=O,BBB+
1673,1673,1468,1483,,,1,CCC1(c2ccccc2)OCC(C2CCCCN2)O1,BBB+
1674,1674,1469,1484,,,1,CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,BBB+
1675,1675,1470,1485,,,1,CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,BBB+
1676,1676,1471,1486,,,1,CCC1C(=O)NC(=O)C1(C)c1ccccc1,BBB+
1677,1677,1472,1487,,,0,CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,BBB-
1678,1678,1473,1488,,,1,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,BBB+
1679,1679,1474,1489,,,1,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,BBB+
1680,1680,1475,1490,,,1,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1681,1681,1476,1491,,,1,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1682,1682,1477,1492,,,1,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1683,1683,1478,1493,,,1,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BBB+
1684,1684,1479,1494,,,1,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,BBB+
1685,1685,1480,1495,,,1,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1686,1686,1481,1496,,,1,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,BBB+
1687,1687,1482,1497,,,1,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,BBB+
1688,1688,1483,1498,,,1,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,BBB+
1689,1689,1484,1499,,,1,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,BBB+
1690,1690,1485,1500,,,1,CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O,BBB+
1691,1691,1486,1501,,,1,CCCC(CCC)(CCC)C(N)=O,BBB+
1692,1692,1487,1502,,,1,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,BBB+
1693,1693,1488,1503,,,1,CCCC(CCC)C(N)=O,BBB+
1694,1694,1489,1504,,,1,CCCC(Cc1ccccc1)N1CCCC1,BBB+
1695,1695,1490,1505,,,1,CCCC(O)Cl,BBB+
1696,1696,1491,1506,,,1,CCCC1(C)COB(c2ccc(C)cc2)OC1,BBB+
1697,1697,1492,1507,,,0,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,BBB-
1698,1698,1493,1508,,,1,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1699,1699,1494,1509,,,1,CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1700,1700,1495,1510,,,1,CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,BBB+
1701,1701,1496,1511,,,1,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BBB+
1702,1702,1497,1512,,,1,CCCCC(CC)CNC(=O)CC(C)O,BBB+
1703,1703,1498,1513,,,1,CCCCC/C(=N\OCCN)c1ccc(C)c(N)c1,BBB+
1704,1704,1499,1514,,,1,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,BBB+
1705,1705,1500,1515,,,1,CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,BBB+
1706,1706,1501,1516,,,1,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1707,1707,1502,1517,,,1,CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,BBB+
1708,1708,1503,1518,,,1,CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,BBB+
1709,1709,1504,1519,,,0,CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,BBB-
1710,1710,1505,1520,,,1,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+
1711,1711,1506,1521,,,1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,BBB+
1712,1712,1507,1522,,,1,CCCCCCC(C)NN,BBB+
1713,1713,1508,1523,,,0,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,BBB-
1714,1714,1509,1524,,,1,CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
1715,1715,1510,1525,,,1,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
1716,1716,1511,1526,,,1,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,BBB+
1717,1717,1512,1527,,,1,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,BBB+
1718,1718,1513,1528,,,1,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,BBB+
1719,1719,1514,1529,,,1,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1720,1720,1515,1530,,,1,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,BBB+
1721,1721,1516,1531,,,1,CCCCCCCCCNc1ncnc2[nH]ccc12,BBB+
1722,1722,1517,1532,,,1,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,BBB+
1723,1723,1518,1533,,,1,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,BBB+
1724,1724,1519,1534,,,1,CCCCCCOc1nsnc1C1=CCCN(C)C1,BBB+
1725,1725,1520,1535,,,1,CCCCCCSc1nsnc1C1=CCCN(C)C1,BBB+
1726,1726,1521,1536,,,1,CCCCCNCC(N)=O,BBB+
1727,1727,1522,1537,,,1,CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,BBB+
1728,1728,1523,1538,,,0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,BBB-
1729,1729,1524,1539,,,1,CCCCCn1ccc(=O)c(O)c1C,BBB+
1730,1730,1525,1540,,,1,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,BBB+
1731,1731,1526,1541,,,1,CCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,BBB+
1732,1732,1527,1542,,,1,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,BBB+
1733,1733,1528,1543,,,1,CCCCNCC1COc2cccc(OCC)c2O1,BBB+
1734,1734,1529,1544,,,1,CCCCNCC1COc2ccccc2O1,BBB+
1735,1735,1530,1545,,,1,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,BBB+
1736,1736,1531,1546,,,1,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,BBB+
1737,1737,1532,1547,,,1,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1738,1738,1533,1548,,,1,CCCCOC(=O)C(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1739,1739,1534,1549,,,1,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,BBB+
1740,1740,1535,1550,,,1,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,BBB+
1741,1741,1536,1551,,,0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,BBB-
1742,1742,1537,1552,,,1,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,BBB+
1744,1744,1539,1554,,,1,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,BBB+
1745,1745,1540,1555,,,1,CCCCn1ccc(=O)c(O)c1C,BBB+
1746,1746,1541,1556,,,1,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,BBB+
1747,1747,1542,1557,,,1,CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,BBB+
1748,1748,1543,1558,,,1,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,BBB+
1749,1749,1544,1559,,,1,CCCN(c1ccncc1)n1ccc2ccccc21,BBB+
1750,1750,1545,1560,,,1,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,BBB+
1751,1751,1546,1561,,,1,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,BBB+
1752,1752,1547,1562,,,1,CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BBB+
1753,1753,1548,1563,,,1,CCCNC(=O)N1CC(c2ccccc2)OC1=O,BBB+
1754,1754,1549,1564,,,1,CCCNC(=O)c1ccc2c(c1)N([C@@H](C)CN1CCCC1)c1ccccc1S2,BBB+
1755,1755,1550,1565,,,1,CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,BBB+
1756,1756,1551,1566,,,0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,BBB-
1757,1757,1552,1567,,,1,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,BBB+
1758,1758,1553,1568,,,1,CCCOC(=O)c1cncn1C(C)c1ccccc1,BBB+
1759,1759,1554,1569,,,1,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,BBB+
1760,1760,1555,1570,,,0,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,BBB-
1761,1761,1556,1571,,,0,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,BBB-
1762,1762,1557,1572,,,1,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,BBB+
1763,1763,1558,1573,,,1,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,BBB+
1764,1764,1559,1574,,,1,CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,BBB+
1765,1765,1560,1575,,,1,CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,BBB+
1766,1766,1561,1576,,,1,CCCl,BBB+
1767,1767,1562,1577,,,1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,BBB+
1768,1768,1563,1578,,,1,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,BBB+
1769,1769,1564,1579,,,1,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,BBB+
1770,1770,1565,1580,,,0,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2)O4,BBB-
1771,1771,1566,1581,,,1,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,BBB+
1772,1772,1567,1582,,,1,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,BBB+
1773,1773,1568,1583,,,1,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,BBB+
1774,1774,1569,1584,,,1,CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,BBB+
1775,1775,1570,1585,,,1,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,BBB+
1776,1776,1571,1586,,,1,CCN(CC)C(=O)c1cccnc1,BBB+
1777,1777,1572,1587,,,0,CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,BBB-
1778,1778,1573,1588,,,1,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,BBB+
1779,1779,1574,1589,,,1,CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,BBB+
1780,1780,1575,1590,,,1,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1781,1781,1576,1591,,,1,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1782,1782,1577,1592,,,1,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,BBB+
1783,1783,1578,1593,,,1,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,BBB+
1784,1784,1579,1594,,,1,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,BBB+
1785,1785,1580,1595,,,1,CCN(CC)CCN1c2ccccc2Sc2ccccc21,BBB+
1786,1786,1581,1596,,,1,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,BBB+
1787,1787,1582,1597,,,1,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,BBB+
1788,1788,1583,1598,,,1,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,BBB+
1789,1789,1584,1599,,,1,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,BBB+
1790,1790,1585,1600,,,1,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,BBB+
1791,1791,1586,1601,,,1,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,BBB+
1792,1792,1587,1602,,,1,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,BBB+
1793,1793,1588,1603,,,1,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,BBB+
1794,1794,1589,1604,,,1,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,BBB+
1795,1795,1590,1605,,,1,CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,BBB+
1796,1796,1591,1606,,,0,CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,BBB-
1797,1797,1592,1607,,,1,CCN1C(=O)NC(c2ccccc2)C1=O,BBB+
1798,1798,1593,1608,,,1,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,BBB+
1799,1799,1594,1609,,,1,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,BBB+
1800,1800,1595,1610,,,1,CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,BBB+
1801,1801,1596,1611,,,1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,BBB+
1802,1802,1597,1612,,,1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,BBB+
1803,1803,1598,1613,,,1,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,BBB+
1804,1804,1599,1614,,,1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,BBB+
1805,1805,1600,1615,,,1,CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,BBB+
1806,1806,1601,1616,,,1,CCN=C1NC(=O)C(c2ccccc2)O1,BBB+
1807,1807,1602,1617,,,1,CCN=C1Nc2ccc(Cl)cc2C(c2ccccc2)S1,BBB+
1808,1808,1603,1618,,,1,CCNC(=O)/C=C/c1cccc(Br)c1,BBB+
1809,1809,1604,1619,,,1,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BBB+
1810,1810,1605,1620,,,1,CCNC1(c2ccccc2)CCCCC1,BBB+
1811,1811,1606,1621,,,1,CCNC1(c2cccs2)CCCCC1=O,BBB+
1812,1812,1607,1622,,,1,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,BBB+
1813,1813,1608,1624,,,1,CCNCc1c(CSC)cnc(C)c1O,BBB+
1814,1814,1609,1625,,,0,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,BBB-
1815,1815,1610,1626,,,1,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,BBB+
1816,1816,1611,1627,,,0,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,BBB-
1817,1817,1612,1628,,,1,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,BBB+
1818,1818,1613,1629,,,1,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,BBB+
1819,1819,1614,1630,,,1,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,BBB+
1820,1820,1615,1631,,,1,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,BBB+
1821,1821,1616,1632,,,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,BBB-
1822,1822,1617,1633,,,1,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,BBB+
1823,1823,1618,1634,,,1,CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,BBB+
1824,1824,1619,1635,,,1,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,BBB+
1825,1825,1620,1636,,,1,CCOC(=O)N(Cc1ccccc1)C1CC1,BBB+
1826,1826,1621,1637,,,1,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,BBB+
1827,1827,1622,1638,,,1,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,BBB+
1828,1828,1623,1639,,,1,CCOC(=O)NC(O)C(Cl)(Cl)Cl,BBB+
1829,1829,1624,1640,,,1,CCOC(=O)NNC(C)c1ccccc1,BBB+
1830,1830,1625,1641,,,1,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,BBB+
1831,1831,1626,1642,,,0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,BBB-
1832,1832,1627,1643,,,1,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
1833,1833,1628,1644,,,1,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,BBB+
1834,1834,1629,1645,,,1,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBB+
1835,1835,1630,1646,,,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,BBB-
1836,1836,1631,1647,,,1,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,BBB+
1837,1837,1632,1648,,,1,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,BBB+
1838,1838,1633,1649,,,1,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,BBB+
1839,1839,1634,1650,,,1,CCOC(=O)c1cncn1C(C)c1ccccc1,BBB+
1840,1840,1635,1651,,,1,CCOC(N)=O,BBB+
1841,1841,1636,1652,,,0,CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,BBB-
1842,1842,1637,1653,,,1,CCOC1c2ccccc2C(=O)N(C)c2ccccc21,BBB+
1843,1843,1638,1654,,,1,CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,BBB+
1844,1844,1639,1655,,,1,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O,BBB+
